,smiles
624,Cc1ccc(-c2ccc3nc(C4=C5C(=O)N(O)C(c6nc7ccc(-c8ccc(O)s8)cc7s6)=C5C(=O)N4O)sc3c2)s1
625,Cc1ccc(-c2cnc(C3=C4C(=O)N(N)C(c5ncc(-c6ccc(-c7ccc(C8=C9C(=O)N(N)C(c%10ccc(N)o%10)=C9C(=O)N8N)o7)s6)s5)=C4C(=O)N3N)s2)s1
626,Cc1ccc(-c2cnc(C3=C4C(=O)N(S)C(c5ncc(-c6ccc(-c7ccc(C8=C9C(=O)N(S)C(c%10ccc(S)o%10)=C9C(=O)N8S)o7)s6)s5)=C4C(=O)N3S)s2)s1
627,Cc1ccc(-c2csc(-c3cc(-c4ccc(C)s4)c(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)s3)c2)s1
628,Cc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(C)s2)s1
629,Cc1ccc(-c2nc3c(-c4cccs4)sc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2ccc(C)cc2)cc1
630,Cc1ccc(-c2nc3cc4sc(-c5ccc(-c6cc7c(s6)-c6sc(C)cc6[SiH2]7)s5)nc4cc3s2)s1
631,Cc1ccc(-c2ncc(C3=C4C(=O)N(c5ccccc5)C(c5cnc(-c6ccc(-c7ccc(C8=C9C(=O)N(c%10ccccc%10)C(c%10ccc(-c%11ccccc%11)o%10)=C9C(=O)N8c8ccccc8)o7)s6)s5)=C4C(=O)N3c3ccccc3)s2)s1
632,Cc1ccc(-c2sc(-c3cc(-c4ccccc4)c(-c4ccc(-c5cc(-c6ccccc6)c(C(=C(c6ccccc6)c6sc(C)cc6-c6ccccc6)c6ccccc6)s5)s4)s3)cc2-c2ccccc2)s1
633,Cc1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(-c7cc(C)c(-c8ccc(-c9cc(C)c(-c%10sc(C)cc%10C)s9)o8)s7)s6)=C5C(=O)N4C)s3)cc2C)o1
634,Cc1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(O)C(c6ccc(-c7cc(O)c(-c8ccc(-c9cc(O)c(-c%10sc(O)cc%10O)s9)n8O)s7)s6)=C5C(=O)N4O)s3)cc2O)n1O
635,Cc1ccc(-c2sc(-c3ccc(C4=C5C(=O)N(S)C(c6ccc(-c7cc(S)c(-c8ccc(-c9cc(S)c(-c%10sc(S)cc%10S)s9)o8)s7)s6)=C5C(=O)N4S)s3)cc2S)o1
636,Cc1ccc(-c2sc(-c3cnc(C4=C5C(=O)N(C)C(c6ncc(-c7cc(C)c(-c8ccc(-c9cc(C)c(-c%10sc(C)cc%10C)s9)s8)s7)s6)=C5C(=O)N4C)s3)cc2C)s1
637,Cc1ccc(-c2sc(-c3nc4ccc(C5=C6C(=O)N(c7ccccc7)C(c7ccc8nc(-c9cc(-c%10ccccc%10)c(-c%10ccccc%10)s9)sc8c7)=C6C(=O)N5c5ccccc5)cc4s3)cc2-c2ccccc2)s1
638,Cc1ccc(-c2sc(C)c3nc4c5ccc6c(=O)[nH]c(=O)c7ccc(c4nc23)c5c67)s1
639,Cc1ccc(-c2sc3cc(C4=C5C(=O)N(C)C(c6cc7sc(C)c(C)c7s6)=C5C(=O)N4C)sc3c2C)s1
640,Cc1ccc(-c2sc3cc(C4=C5C(=O)N(S)C(c6cc7sc(C)c(S)c7s6)=C5C(=O)N4S)sc3c2S)cc1
641,Cc1ccc(/C=C/C=C/c2ccc(-c3cc4sc(C5=C6C(=O)N(C)C(c7cc8sc(C)cc8s7)=C6C(=O)N5C)cc4s3)s2)s1
642,Cc1ccc(/C=C/C=C/c2ccc(-c3cc4sc(C5=C6C(=O)NC(c7cc8sc(C)cc8s7)=C6C(=O)N5)cc4s3)o2)o1
643,Cc1ccc(/C=C/C=C/c2ccc(-c3cc4sc(C5=C6C(=O)NC(c7cc8sc(C)cc8s7)=C6C(=O)N5)cc4s3)s2)s1
644,Cc1ccc(/C=C/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(c6ccccc6)C(c6ccc(C)s6)=C5C(=O)N4c4ccccc4)s3)s2)s1
645,Cc1ccc(/C=C/C=C/c2ccc(-c3ccc(C4=C5C(=O)NC(c6ccc(C)s6)=C5C(=O)N4)s3)o2)o1
646,Cc1ccc(/C=C/c2ccc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(c3ccccc3)c3ccccc3)s2)s1
647,Cc1ccc(/C=C/c2ccc(-c3ccc(C4=C5C(=O)N(c6ccccc6)C(c6ccc(C)o6)=C5C(=O)N4c4ccccc4)o3)o2)o1
648,Cc1ccc(/C=C/c2ccc(-c3nc4sc(C5=C6C(=O)N(C)C(c7nc8sc(C)nc8s7)=C6C(=O)N5C)nc4s3)o2)o1
649,Cc1ccc(/C=C/c2ccc(-c3nc4sc(C5=C6C(=O)N(N)C(c7nc8sc(C)nc8s7)=C6C(=O)N5N)nc4s3)o2)o1
650,Cc1ccc(/C=C/c2ccc(-c3nc4sc(C5=C6C(=O)N(S)C(c7nc8sc(C)nc8s7)=C6C(=O)N5S)nc4s3)o2)o1
651,Cc1ccc(/C=C/c2ccc(-c3nc4sc(C5=C6C(=O)N(S)C(c7nc8sc(C)nc8s7)=C6C(=O)N5S)nc4s3)s2)s1
652,Cc1ccc(/C=C/c2ccc(-c3sc(-c4cc5c(O)c6sc(-c7cc(O)c(C)s7)cc6c(O)c5s4)cc3O)s2)s1
653,Cc1ccc(/C=C/c2ccc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(-c7ccccc7)c(C)s6)cc4[Si]5(c4ccccc4)c4ccccc4)cc3-c3ccccc3)s2)s1
654,Cc1ccc(/N=N/c2ccc(-c3cc4c(=O)[nH]c(=O)c5cc(C)sc5c4s3)s2)s1
655,Cc1ccc(C#Cc2cc3c4c5c2cccc5c(=O)c2cc(C#Cc5ccc(C)s5)c5cccc(c3=O)c5c2-4)s1
656,Cc1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4cc5c(-c6ccccc6)c6sc(-c7ccc(C)s7)cc6c(-c6ccccc6)c5s4)s3)s2)c2ccccc2)s1
657,Cc1ccc(C(=C(c2ccccc2)c2ccc(-c3ccc(-c4cc5c(s4)-c4sc(-c6ccc(C)s6)cc4[Si]5(c4ccccc4)c4ccccc4)s3)s2)c2ccccc2)s1
658,Cc1ccc(C(O)=C(O)c2ccc(-c3sc(-c4ccc(-c5ccc(-c6cc(O)c(C)s6)s5)s4)cc3O)s2)s1
659,Cc1ccc(C(S)=C(S)c2ccc(-c3sc(-c4ccc(-c5ccc(-c6cc(S)c(C)s6)s5)s4)cc3S)s2)s1
660,Cc1ccc(C(c2ccc(C)c(N)c2)c2ccc(C3=C4C(=O)N(C)C(c5ccc(C)s5)=C4C(=O)N3C)s2)cc1
661,Cc1ccc(C)c(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6cc(C)c(-c7cc(C)ccc7C)cc6C)cc5)=C4C(=O)N3C)cc2)c1
662,Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c3ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)c7nsnc67)s5)s3)sc2-4)cc1
663,Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c3ccc(-c5ccc(-c6cccs6)c6nsnc56)s3)sc2-4)cc1
664,Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c3ccc(-c5ccc(C6=C7C(=O)N(C)C(c8cccs8)=C7C(=O)N6C)s5)s3)sc2-4)cc1
665,Cc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sccc32)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c3cccc5nsnc35)sc2-4)cc1
666,Cc1ccc(C2(c3ccccc3)c3cc4c(cc3-c3ccc5cc(-c6ccc(-c7ccc(C=Cc8ccc(-c9ccccc9)s8)s7)s6)sc5c32)-c2sc3cc(-c5cc(C)cs5)sc3c2C4)cc1
667,Cc1ccc(C2=C3C(=O)CC(c4ccc(-c5ccccc5)n4C)=C3C(=O)N2)n1C
668,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(-c6ccccc6)c(C)o5)o4)=C3C(=O)N2C)o1
669,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(C)c(C)cc5C)cc4)=C3C(=O)N2C)cc1
670,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc(N)c(N)c(N)c5)s4)=C3C(=O)N2C)o1
671,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6ccc7sc(C)cc7c6s5)o4)=C3C(=O)N2C)o1
672,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5cc6sc(C)cc6s5)o4)=C3C(=O)N2C)o1
673,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6cnc(C7=C8C(=O)N(C)C(c9ncc(-c%10ccc(C)s%10)s9)=C8C(=O)N7C)s6)s5)o4)=C3C(=O)N2C)o1
674,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5ccc(-c6sc(C(C)(C)C)cc6N)s5)s4)=C3C(=O)N2C)s1
675,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5sc6c(C)c(C)sc6c5C)s4)=C3C(=O)N2C)s1
676,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(C)o4)=C3C(=O)N2C)o1
677,Cc1ccc(C2=C3C(=O)N(C)C(c4ccc(N)n4C)=C3C(=O)N2C)n1C
678,Cc1ccc(C2=C3C(=O)N(C)C(c4ccco4)=C3C(=O)N2C)o1
679,Cc1ccc(C2=C3C(=O)N(N)C(c4ccc(-c5cc6c(s5)-c5sc(-c7sc(-c8cc9c(s8)-c8sc(C)cc8[Si]9(N)N)c8c7C(=O)N(N)C8=O)cc5[Si]6(N)N)s4)=C3C(=O)N2N)s1
680,Cc1ccc(C2=C3C(=O)N(N)C(c4ccc(-c5cc6sc7cc(C)sc7c6s5)o4)=C3C(=O)N2N)o1
681,Cc1ccc(C2=C3C(=O)N(N)C(c4ccc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(N)C(c%10ccc(-c%11ccc(C)s%11)s%10)=C9C(=O)N8N)s7)s6)s5)s4)=C3C(=O)N2N)s1
682,Cc1ccc(C2=C3C(=O)N(N)C(c4ccc(N)s4)=C3C(=O)N2N)s1
683,Cc1ccc(C2=C3C(=O)N(O)C(c4ccc(-c5cc6c(O)c(O)c7cc(C)oc7c6o5)o4)=C3C(=O)N2O)o1
684,Cc1ccc(C2=C3C(=O)N(S)C(c4ccc(-c5c(F)cc(-c6cc7c(s6)-c6sc(C)cc6[Si]7(C)C)c(F)c5F)s4)=C3C(=O)N2S)s1
685,Cc1ccc(C2=C3C(=O)N(S)C(c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(S)C(c9ccc(-c%10ccc(C)o%10)s9)=C8C(=O)N7S)s6)o5)o4)=C3C(=O)N2S)o1
686,Cc1ccc(C2=C3C(=O)N(c4ccccc4)C(c4ccc(-c5cc6c(=O)n(-c7ccccc7)c(=O)c7c(C)cc8c(=O)n(-c9ccccc9)c(=O)c5c8c67)s4)=C3C(=O)N2c2ccccc2)s1
687,Cc1ccc(C2=C3C(=O)N(c4ccccc4)C(c4ccc(-c5cc6sc7cc(C)sc7c6s5)o4)=C3C(=O)N2c2ccccc2)o1
688,Cc1ccc(C2=C3C(=O)N(c4ccccc4)C(c4ccc(-c5ccc(C)c6nsnc56)s4)=C3C(=O)N2c2ccccc2)s1
689,Cc1ccc(C2=C3C(=O)N(c4ccccc4)C(c4ccc(-c5sc(C6=CC=CC7=C(c8sc(C)c(-c9ccccc9)c8-c8ccccc8)C=CC=C6C7)c(-c6ccccc6)c5-c5ccccc5)s4)=C3C(=O)N2c2ccccc2)s1
690,Cc1ccc(C2=C3C(=O)N(c4ccccc4)C(c4ccc(C)o4)=C3C(=O)N2c2ccccc2)o1
691,Cc1ccc(C2=C3C(=O)NC(c4ccc(-c5ccc(-c6ccc(C)s6)s5)s4)=C3C(=O)N2)s1
692,Cc1ccc(C2=C3C(=O)NC(c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)NC(c9ccc(-c%10ccc(C)o%10)s9)=C8C(=O)N7)s6)o5)o4)=C3C(=O)N2)o1
693,Cc1ccc(C2=C3C(=O)NC(c4ccc(-c5ccc(C)c6nonc56)cc4)=C3C(=O)N2)cc1
694,Cc1ccc(C2=c3c(S)c4c(c(S)c3CC2=O)=C(c2ccc(-c3cc5c(s3)-c3sc(C)cc3C5(S)S)s2)C(=O)C4)s1
695,Cc1ccc(C2=c3cc4c(cc3N(C)C2=O)=C(c2ccc(-c3cc5c(C)c6sc(C)cc6c(C)c5s3)s2)C(=O)N4C)s1
696,Cc1ccc(C2=c3cc4c(cc3N(N)C2=O)=C(c2ccc(-c3cc5c(N)c(N)c6cc(C)sc6c5s3)s2)C(=O)N4N)s1
697,Cc1ccc(C2=c3cc4c(cc3N(c3ccccc3)C2=O)=C(c2ccc(-c3cc5c(-c6ccccc6)c6sc(C)cc6c(-c6ccccc6)c5s3)s2)C(=O)N4c2ccccc2)s1
698,Cc1ccc(C2=c3cc4c(cc3NC2=O)=C(c2ccc(-c3cc5sc(C)cc5s3)s2)C(=O)N4)s1
699,Cc1ccc(C2=c3cc4c(cc3NC2=O)=C(c2ccc(-c3ccc(-c5ccc(C)s5)s3)o2)C(=O)N4)o1
700,Cc1ccc(C2=c3cc4c(cc3NC2=O)=C(c2ccc(Br)s2)C(=O)N4)s1
701,Cc1ccc(C2=c3ccc4c5c(ccc4c3N(C)C2=O)=C(c2ccc(-c3sc(C)c(C)c3C)c(C)c2)C(=O)N5C)cc1C
702,Cc1ccc(C2=c3ccc4c5c(ccc4c3N(C)C2=O)=C(c2ccc(-c3sc4c(-c6ccc(-c7ccccc7)cc6)c(C)sc4c3C)c(-c3ccc4ccccc4c3)c2)C(=O)N5C)cc1
703,Cc1ccc(C2=c3ccc4c5c(ccc4c3NC2=O)=C(c2ccc(-c3ccc4cc(C)ccc4c3)cc2)C(=O)N5)cc1
704,Cc1ccc(C2=c3ccc4c5c(ccc4c3OC2=O)=C(c2ccc(C)cc2)C(=O)O5)cc1
705,Cc1ccc(C=Cc2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(C)s6)s5)s4)s3)s2)s1
706,Cc1ccc(Cc2ccc(-c3cc4c(s3)/C(=C3\C=C(c5ccccc5)c5cc(-c6ccc(Cc7ccc(-c8cc9c(s8)/C(=C8\C=C(c%10ccccc%10)c%10cc(-c%11ccccc%11)sc%108)C=C9c8ccccc8)s7)s6)sc53)C=C4c3ccccc3)s2)s1
707,Cc1ccc(Cc2ccc(-c3cc4c(s3)/C(=C3\CC(S)c5cc(-c6ccc(Cc7ccc(-c8cc9c(s8)/C(=C8\CC(S)c%10cc(S)sc%108)CC9S)s7)s6)sc53)CC4S)s2)s1
708,Cc1ccc(Cc2ccc(C3=C/C(=C4/C=C(c5ccc(Cc6ccc(C7=C/C(=C8/C=C(c9ccccc9)c9cc(-c%10ccccc%10)sc98)c8sc(-c9ccccc9)cc87)s6)s5)c5cc(-c6ccccc6)sc54)c4sc(-c5ccccc5)cc43)s2)s1
709,Cc1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc(-c3ccc(-c4ccc(-c5ccccc5)cc4SOOO)c(S(=O)(=O)O)c3)cc2)cc1
710,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc4c(C)c(C)c5cc(C6=C7C(=O)N(c8ccccc8)C(c8cc9c(C)c(C)c%10cc(C)sc%10c9s8)=C7C(=O)N6c6ccccc6)sc5c4s3)cc2)cc1
711,Cc1ccc(N(c2ccc(C)cc2)c2ccc(/C=C3\C(=O)c4cc5cc6ccc(F)cc6cc5cc4C3=O)s2)cc1
712,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c4c(cccc24)-c2cc4c(cc2-3)-c2cccc3c(N(c5ccc(C)cc5)c5ccc(C)cc5)ccc-4c23)cc1
713,Cc1ccc(N(c2ccc(O)cc2)c2ccc(-c3cc4c(OO)c5sc(-c6ccc(-c7cc8c(OO)c9sc(-c%10sc(-c%11cc%12c(OO)c%13sc(C)cc%13c(OO)c%12s%11)c%11c%10C(=O)N(O)C%11=O)cc9c(OO)c8s7)c7nsnc67)cc5c(OO)c4s3)cc2)cc1
714,Cc1ccc(N(c2ccc(O)cc2)c2ccc(-c3ccc(-c4ccc(O)cc4SOOO)c(S(=O)(=O)O)c3)cc2)cc1
715,Cc1ccc(N2C(=O)C(c3ccc(O)c(O)c3)=c3ccc4c5c(ccc4c32)=C(c2ccc(C)c(O)c2)C(=O)N5C)cn1
716,Cc1ccc(OCOc2ccc(-c3ccc4c5ccc6c(=O)n(-c7c(C(C)C)cccc7C(C)C)c(=O)c7ccc(c8cccc3c84)c5c76)cc2)cc1
717,Cc1ccc2c(-c3ccccc3)c3c(-c4ccccc4)c4cc(C)ccc4c(-c4ccccc4)c3c(-c3ccccc3)c2c1
718,Cc1ccc2c(S)c3cc(-c4ccc(C5=C6C(=O)N(S)C(c7ccc(C)o7)=C6C(=O)N5S)o4)ccc3c(S)c2c1
719,Cc1ccc2c(c1)C(O)(O)c1cc(-c3ccc(C4=C5C(=O)N(O)C(c6ccc(O)s6)=C5C(=O)N4O)s3)ccc1-2
720,Cc1ccc2c(c1)C(O)(O)c1cc3c(cc1-2)C(O)=C(O)N1C(=O)C2=C4c5cc6c(cc5C(O)=C(O)N4C(=O)C2=C31)-c1ccc(O)cc1C6(O)O
721,Cc1ccc2c(c1)C(S)(S)c1cc(-c3oc(-c4ccc(C5=C6C(=O)N(S)C(c7ccc(-c8cc(S)c(S)o8)o7)=C6C(=O)N5S)o4)cc3S)ccc1-2
722,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(-c3ccc(C4=C5C(=O)N(c6ccccc6)C(c6ccc(-c7ccccc7)s6)=C5C(=O)N4c4ccccc4)s3)ccc1-2
723,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(-c3cnc(C4=C5C(=O)N(c6ccccc6)C(c6ncc(C)s6)=C5C(=O)N4c4ccccc4)s3)ccc1-2
724,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(-c3oc(-c4ccc(C5=C6C(=O)N(c7ccccc7)C(c7ccc(-c8cc(-c9ccccc9)c(-c9ccccc9)o8)o7)=C6C(=O)N5c5ccccc5)o4)cc3-c3ccccc3)ccc1-2
725,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc3c(cc1-2)C(c1ccccc1)=C(c1ccccc1)N1C(=O)C2=C4c5cc6c(cc5C(c5ccccc5)=C(c5ccccc5)N4C(=O)C2=C31)-c1ccc(-c2ccccc2)cc1C6(c1ccccc1)c1ccccc1
726,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc3c(cc1-2)C=CN1C(=O)C2=C4c5cc6c(cc5C=CN4C(=O)C2=C31)-c1ccc(C)cc1C6(c1ccccc1)c1ccccc1
727,Cc1ccc2c(c1)Cc1cc(-c3cnc(C4=C5C(=O)NC(c6ncc(C)s6)=C5C(=O)N4)s3)ccc1-2
728,Cc1ccc2c(c1)[nH]c1cc(-c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)NC(c8ccc(-c9ccc(-c%10cccs%10)s9)s8)=C7C(=O)N6)s5)s4)s3)ccc12
729,Cc1ccc2c(c1)c1cc(-c3sc(C4=C5C(=O)N(c6ccccc6)C(c6cc(-c7ccccc7)c(C)s6)=C5C(=O)N4c4ccccc4)cc3-c3ccccc3)ccc1c1c(-c3ccccc3)c(-c3ccccc3)oc21
730,Cc1ccc2c(c1)oc1cc(-c3ccc(C4=C5C(=O)N(C)C(c6ccc(C)s6)=C5C(=O)N4C)s3)ccc12
731,Cc1ccc2c(c1)sc1c3ccc(-c4ccc(C5=C6C(=O)N(C)C(c7ccc(C)s7)=C6C(=O)N5C)s4)cc3sc21
732,Cc1ccc2c(c1)sc1cc(C3=C4C(=O)N(C)C(c5cc(C)c6c(c5)sc5cc(C)ccc56)=C4C(=O)N3C)cc(C)c12
733,Cc1ccc2c(c1-c1ccccc1)C(c1ccccc1)(c1ccccc1)c1cc(C3=C4C(=O)N(c5ccccc5)C(c5cc6c(s5)-c5ccc(C)c(-c7ccccc7)c5C6(c5ccccc5)c5ccccc5)=C4C(=O)N3c3ccccc3)sc1-2
734,Cc1ccc2c3ccc(-c4cc(-c5ccccc5)c(-c5sc(-c6ccc7c8ccc(-c9ccc(C%10=C%11C(=O)N(c%12ccccc%12)C(c%12ccc(-c%13ccccc%13)s%12)=C%11C(=O)N%10c%10ccccc%10)s9)cc8n(-c8ccccc8)c7c6)cc5-c5ccccc5)s4)cc3n(-c3ccccc3)c2c1
735,Cc1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nsnc56)s4)cc3n(C(C)C)c2c1
736,Cc1ccc2c3ccc(-c4ccc(-c5ccc(C6=C7C(=O)N(C)C(c8ccc(-c9ccc(C)s9)s8)=C7C(=O)N6C)s5)s4)cc3n(C)c2c1
737,Cc1ccc2c3ccc(-c4ccc(-c5ccc6c(c5)NC(=O)/C6=C5/C(=O)Nc6cc(-c7cccs7)ccc65)s4)cc3c3c(-c4ccccc4)c(-c4ccccc4)oc3c2c1
738,Cc1ccc2c3ccc(-c4ccc(C5=C6C(=O)N(c7ccccc7)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5c5ccccc5)s4)cc3c3nc(-c4ccc(-c5ccccc5)cc4)n(-c4ccccc4)c3c2c1
739,Cc1ccc2c3ccc(-c4ccc(C5=C6C(=O)N(c7ccccc7)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5c5ccccc5)s4)cc3n(-c3ccccc3)c2c1
740,Cc1ccc2c3ccc(-c4ccc(C5=C6C(=O)NC(c7ccco7)=C6C(=O)N5)o4)cc3c3c4ccccc4oc3c2c1
741,Cc1ccc2c3ccc(-c4ccc(C5=c6ccc7c8c(ccc7c6N(N)C5=O)=C(c5ccc(C)c(N)c5)C(=O)N8N)cc4N)cc3n(N)c2c1
742,Cc1ccc2c3ccc(-c4cnc(C5=C6C(=O)N(N)C(c7ncc(C)s7)=C6C(=O)N5N)s4)cc3n(N)c2c1
743,Cc1ccc2c3ccc(-c4ncc(-c5ccc(C6=C7C(=O)N(O)C(c8ccc(-c9cnc(O)s9)s8)=C7C(=O)N6O)s5)s4)cc3n(O)c2c1
744,Cc1ccc2c3ccc(-c4ncc(C5=C6C(=O)N(c7ccccc7)C(c7cnc(C)s7)=C6C(=O)N5c5ccccc5)s4)cc3n(-c3ccccc3)c2c1
745,Cc1ccc2c3ccc(-c4oc(C5=C6C(=O)N(c7ccccc7)C(c7cc(-c8ccccc8)c(C)o7)=C6C(=O)N5c5ccccc5)cc4-c4ccccc4)cc3c3c4ccccc4oc3c2c1
746,Cc1ccc2c3ccc(-c4sc(-c5ccc(C6=C7C(=O)N(N)C(c8ccc(-c9nc(N)c(N)s9)s8)=C7C(=O)N6N)s5)nc4N)cc3n(N)c2c1
747,Cc1ccc2c3ccc(-c4sc(-c5ccc6c(c5)N(N)C(=O)/C6=C5/C(=O)N(N)c6cc(-c7cc(N)c(C)s7)ccc65)cc4N)cc3c3c(-c4ccccc4)c(-c4ccccc4)oc3c2c1
748,Cc1ccc2c3ccc(-c4sc(-c5ncc(C6=C7C(=O)N(c8ccccc8)C(c8cnc(-c9cc(-c%10ccccc%10)c(-c%10ccccc%10)s9)s8)=C7C(=O)N6c6ccccc6)s5)cc4-c4ccccc4)cc3n(-c3ccccc3)c2c1
749,Cc1ccc2c3ccc(-c4sc(C5=C6C(=O)N(C)C(c7cc(C)c(C)s7)=C6C(=O)N5C)cc4C)cc3c3c(-c4ccccc4)c(-c4ccccc4)oc3c2c1
750,Cc1ccc2c3ccc(-c4sc(C5=C6C(=O)N(O)C(c7cc(O)c(O)s7)=C6C(=O)N5O)cc4O)cc3c3c(-c4ccccc4)c(-c4ccccc4)oc3c2c1
751,Cc1ccc2c3ccc(-c4sc5c6sc(C)c(O)c6c6nsnc6c5c4O)cc3c3c4ccccc4oc3c2c1
752,Cc1ccc2c3ccc(-c4sc5cc(C6=C7C(=O)N(c8ccccc8)C(c8cc9sc(C)c(-c%10ccccc%10)c9s8)=C7C(=O)N6c6ccccc6)sc5c4-c4ccccc4)cc3n(-c3ccccc3)c2c1
753,Cc1ccc2cc(-c3ccc(C4=C5C(=O)N(c6ccccc6)C(c6ccc(C)o6)=C5C(=O)N4c4ccccc4)o3)ccc2c1
754,Cc1ccc2cc(-c3ccc(C4=C5C(=S)N(O)C(c6ccc(C)s6)=C5C(=S)N4O)s3)ccc2c1
755,Cc1ccc2cc(-c3ccc(C4=c5cc6c(cc5N(c5ccccc5)C4=O)=C(c4ccc(C)o4)C(=O)N6c4ccccc4)o3)ccc2c1
756,Cc1ccc2cc(-c3sc4cc(C5=c6cc7c(cc6N(N)C5=O)=C(c5cc6sc(C)c(N)c6s5)C(=O)N7N)sc4c3N)ccc2c1
757,Cc1ccc2cc(C)cc-2cc1
758,Cc1ccc2cc3cc(-c4ccc(C5=C6C(=S)N(S)C(c7ccc(C)s7)=C6C(=S)N5S)s4)ccc3cc2c1
759,Cc1cccc(N(c2ccccc2)c2cc3sc(/C=C4/C(=O)c5ccc(C6=CC7C=CC=CC7C=C6)cc5C4=O)cc3s2)c1
760,Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1
761,Cc1ccoc1-c1ccc(C2=C3C(=O)N(C)C(c4ccc(-c5occc5C)s4)=C3C(=O)N2C)s1
762,Cc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)N(C)C(=O)C4=C3C(=O)N(C)c4ccccc43)cc2C)s1
763,Cc1ccsc1-c1nc2sc(-c3sc(-c4cc(C)c(-c5nc6sc(-c7sccc7C)nc6s5)s4)cc3C)nc2s1
764,Cc1ccsc1-c1nc2sc(-c3sc(-c4cc5c(C#C[Si](C)(C)C)c6sccc6c(C#C[Si](C)(C)C)c5s4)cc3C)nc2s1
765,Cc1ccsc1-c1nnc(-c2sc(-c3cc4c(s3)-c3sccc3C4(C)C)cc2C)nn1
766,Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c(nc12)-c1cccc2cccc-3c12
767,Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c4ccccc4c4ccccc4c3nc12
768,Cc1cnc(C2=C3C(=O)N(C)C(c4ncc(-c5sc6c(c5C)c(C)c(C)c5c(C)c(C)sc56)s4)=C3C(=O)N2C)s1
769,Cc1csc(-c2c(F)c(F)c(-c3cc(C)c(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)c3nsnc23)c1
770,Cc1csc(-c2cc(-c3ccc(C)s3)c(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)s2)c1
771,Cc1csc(-c2cc(Cl)c(-c3cc(C)c(-c4cc5c(-c6ccc(C)s6)c6sccc6c(-c6ccc(C)s6)c5s4)s3)c3nsnc23)c1
